id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.16666666666666666
2,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.16666666666666666,0.1111111111111111,0.16666666666666666
3,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1388888888888889
4,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.16666666666666666
5,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.1111111111111111
6,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.08333333333333333
7,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.1388888888888889
8,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.16666666666666666
9,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.1388888888888889
10,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.1111111111111111
11,0.1111111111111111,0.027777777777777776,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.19444444444444445
12,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.1111111111111111,0.1111111111111111
13,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.1111111111111111,0.08333333333333333
14,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.1111111111111111,0.19444444444444445,0.1111111111111111,0.2222222222222222
15,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.16666666666666666
16,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.19444444444444445,0.1388888888888889,0.1111111111111111,0.16666666666666666
17,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.1111111111111111
18,0.1111111111111111,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.05555555555555555
19,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.19444444444444445
20,0.027777777777777776,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1388888888888889
21,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.19444444444444445
22,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.16666666666666666
23,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.05555555555555555
24,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.19444444444444445
25,0.1388888888888889,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.19444444444444445,0.05555555555555555,0.1388888888888889
26,0.05555555555555555,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.1388888888888889
27,0.027777777777777776,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.19444444444444445,0.1388888888888889
28,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666
29,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1388888888888889
30,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.19444444444444445
31,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.19444444444444445
32,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.2222222222222222,0.1388888888888889
33,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889
34,0.05555555555555555,0.027777777777777776,0.16666666666666666,0.1388888888888889,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.19444444444444445
35,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.1111111111111111
36,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.19444444444444445,0.1388888888888889,0.16666666666666666
37,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.08333333333333333
38,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.1388888888888889
39,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.19444444444444445,0.05555555555555555
40,0.1111111111111111,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.19444444444444445,0.16666666666666666
41,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.1388888888888889
42,0.19444444444444445,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.05555555555555555,0.1388888888888889
43,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.16666666666666666
44,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.08333333333333333
45,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.16666666666666666
46,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.08333333333333333
47,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.16666666666666666
48,0.0,0.1111111111111111,0.1111111111111111,0.19444444444444445,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.05555555555555555
49,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.16666666666666666
50,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.16666666666666666,0.19444444444444445,0.1388888888888889,0.05555555555555555
51,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.05555555555555555
52,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.19444444444444445
53,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.19444444444444445,0.16666666666666666,0.08333333333333333
54,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.16666666666666666
55,0.0,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.19444444444444445,0.1111111111111111,0.16666666666666666
56,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1111111111111111,0.05555555555555555
57,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.08333333333333333
58,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.19444444444444445,0.1111111111111111
59,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.16666666666666666
60,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.19444444444444445
61,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.1388888888888889,0.1388888888888889
62,0.08333333333333333,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.1388888888888889,0.19444444444444445,0.16666666666666666,0.16666666666666666
63,0.1111111111111111,0.05555555555555555,0.1388888888888889,0.1111111111111111,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111
64,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.19444444444444445
65,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.08333333333333333
66,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.19444444444444445
67,0.027777777777777776,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.19444444444444445
68,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.1388888888888889
69,0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.2222222222222222,0.08333333333333333,0.08333333333333333
70,0.08333333333333333,0.1111111111111111,0.19444444444444445,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.1388888888888889,0.05555555555555555
