7894	INTENSITY/STRENGTH	41.445993
7894	VALENCE/PLEASANTNESS	38.620892
7894	BAKERY	1.608428
7894	SWEET	6.433333
7894	FRUIT	2.227474
7894	FISH	2.088995
7894	GARLIC	2.914337
7894	SPICES	5.466897
7894	COLD	4.853101
7894	SOUR	11.402455
7894	BURNT	4.299513
7894	ACID	7.765926
7894	WARM	4.985111
7894	MUSKY	9.404980
7894	SWEATY	5.871077
7894	AMMONIA/URINOUS	7.941008
7894	DECAYED	6.057232
7894	WOOD	2.651126
7894	GRASS	3.067058
7894	FLOWER	3.624148
7894	CHEMICAL	20.864903
6505	INTENSITY/STRENGTH	5.393278
6505	VALENCE/PLEASANTNESS	33.674640
6505	BAKERY	1.239514
6505	SWEET	-0.709514
6505	FRUIT	-2.980518
6505	FISH	2.702995
6505	GARLIC	3.809733
6505	SPICES	4.426284
6505	COLD	3.875389
6505	SOUR	13.829191
6505	BURNT	3.213057
6505	ACID	7.259097
6505	WARM	4.823568
6505	MUSKY	10.565706
6505	SWEATY	7.541164
6505	AMMONIA/URINOUS	8.963651
6505	DECAYED	5.594566
6505	WOOD	2.447920
6505	GRASS	1.990103
6505	FLOWER	1.320511
6505	CHEMICAL	19.007017
9862	INTENSITY/STRENGTH	63.681047
9862	VALENCE/PLEASANTNESS	45.108303
9862	BAKERY	2.425071
9862	SWEET	15.325709
9862	FRUIT	8.515607
9862	FISH	1.437469
9862	GARLIC	2.298325
9862	SPICES	6.011462
9862	COLD	5.140648
9862	SOUR	10.267480
9862	BURNT	3.950063
9862	ACID	6.875334
9862	WARM	5.392244
9862	MUSKY	7.716760
9862	SWEATY	4.436909
9862	AMMONIA/URINOUS	6.195394
9862	DECAYED	5.191233
9862	WOOD	3.102717
9862	GRASS	3.016086
9862	FLOWER	5.415742
9862	CHEMICAL	21.021385
241	INTENSITY/STRENGTH	40.757405
241	VALENCE/PLEASANTNESS	36.823232
241	BAKERY	2.807365
241	SWEET	5.014612
241	FRUIT	1.143718
241	FISH	2.414467
241	GARLIC	3.055794
241	SPICES	6.629819
241	COLD	4.395717
241	SOUR	9.074150
241	BURNT	3.871465
241	ACID	7.353003
241	WARM	5.561020
241	MUSKY	9.016913
241	SWEATY	4.841222
241	AMMONIA/URINOUS	7.601189
241	DECAYED	5.198138
241	WOOD	2.679192
241	GRASS	2.398948
241	FLOWER	5.857394
241	CHEMICAL	24.635520
660	INTENSITY/STRENGTH	55.090367
660	VALENCE/PLEASANTNESS	52.327824
660	BAKERY	5.831319
660	SWEET	18.495357
660	FRUIT	4.424008
660	FISH	1.549630
660	GARLIC	2.220514
660	SPICES	7.126188
660	COLD	4.784540
660	SOUR	4.368467
660	BURNT	6.043827
660	ACID	5.712462
660	WARM	6.920719
660	MUSKY	7.377375
660	SWEATY	2.693171
660	AMMONIA/URINOUS	5.012355
660	DECAYED	2.421208
660	WOOD	3.029056
660	GRASS	2.672738
660	FLOWER	7.595858
660	CHEMICAL	18.689053
32594	INTENSITY/STRENGTH	61.760438
32594	VALENCE/PLEASANTNESS	49.346987
32594	BAKERY	4.685401
32594	SWEET	16.017446
32594	FRUIT	6.821419
32594	FISH	1.371176
32594	GARLIC	2.076636
32594	SPICES	7.049854
32594	COLD	4.948652
32594	SOUR	7.011392
32594	BURNT	6.272801
32594	ACID	6.939436
32594	WARM	6.674017
32594	MUSKY	8.137671
32594	SWEATY	2.921898
32594	AMMONIA/URINOUS	4.882153
32594	DECAYED	3.740415
32594	WOOD	3.461191
32594	GRASS	3.263398
32594	FLOWER	5.624787
32594	CHEMICAL	14.840668
9025	INTENSITY/STRENGTH	53.617785
9025	VALENCE/PLEASANTNESS	51.285795
9025	BAKERY	4.443460
9025	SWEET	19.073546
9025	FRUIT	6.413247
9025	FISH	1.880382
9025	GARLIC	2.425081
9025	SPICES	7.091754
9025	COLD	4.686512
9025	SOUR	7.359407
9025	BURNT	4.669833
9025	ACID	6.630526
9025	WARM	6.153383
9025	MUSKY	7.092612
9025	SWEATY	2.800796
9025	AMMONIA/URINOUS	5.286149
9025	DECAYED	4.270638
9025	WOOD	2.778628
9025	GRASS	2.771409
9025	FLOWER	8.237300
9025	CHEMICAL	21.233410
61331	INTENSITY/STRENGTH	28.814655
61331	VALENCE/PLEASANTNESS	44.574145
61331	BAKERY	3.177147
61331	SWEET	8.184685
61331	FRUIT	-2.251945
61331	FISH	1.896038
61331	GARLIC	1.909777
61331	SPICES	5.675097
61331	COLD	2.857662
61331	SOUR	10.251445
61331	BURNT	5.331375
61331	ACID	5.600056
61331	WARM	6.738088
61331	MUSKY	10.448887
61331	SWEATY	4.409202
61331	AMMONIA/URINOUS	6.445143
61331	DECAYED	3.413543
61331	WOOD	3.277656
61331	GRASS	1.643670
61331	FLOWER	12.604746
61331	CHEMICAL	11.352953
957	INTENSITY/STRENGTH	56.417464
957	VALENCE/PLEASANTNESS	42.293978
957	BAKERY	1.308059
957	SWEET	13.076752
957	FRUIT	6.633176
957	FISH	1.255332
957	GARLIC	2.115138
957	SPICES	4.864110
957	COLD	5.722989
957	SOUR	8.817369
957	BURNT	4.698714
957	ACID	7.810020
957	WARM	4.867950
957	MUSKY	7.132139
957	SWEATY	4.607405
957	AMMONIA/URINOUS	7.286462
957	DECAYED	5.215281
957	WOOD	2.706647
957	GRASS	3.320458
957	FLOWER	6.238749
957	CHEMICAL	23.813604
6920	INTENSITY/STRENGTH	80.518403
6920	VALENCE/PLEASANTNESS	29.259319
6920	BAKERY	5.082697
6920	SWEET	8.466803
6920	FRUIT	3.121089
6920	FISH	4.103087
6920	GARLIC	7.900531
6920	SPICES	7.591458
6920	COLD	4.183087
6920	SOUR	10.224965
6920	BURNT	10.771501
6920	ACID	6.295827
6920	WARM	6.387189
6920	MUSKY	9.866437
6920	SWEATY	4.499271
6920	AMMONIA/URINOUS	5.871476
6920	DECAYED	9.392046
6920	WOOD	2.939514
6920	GRASS	2.433769
6920	FLOWER	4.068824
6920	CHEMICAL	15.843494
5362588	INTENSITY/STRENGTH	59.529882
5362588	VALENCE/PLEASANTNESS	42.421108
5362588	BAKERY	4.055701
5362588	SWEET	13.027154
5362588	FRUIT	8.603376
5362588	FISH	0.927609
5362588	GARLIC	2.037972
5362588	SPICES	5.557343
5362588	COLD	5.152463
